noaaID,MPlus,zero,one,Class,y_true
13393.0,0.0,0.3007965683937073,0.6992034316062927,N,0
13470.0,0.001,0.7057875990867615,0.2942123413085937,N,0
13525.0,0.0055,0.8157874345779419,0.1842124760150909,N,0
13292.0,0.0,0.2419723123311996,0.7580277919769287,C,0
13351.0,0.002,0.6060284972190857,0.3939715027809143,C,0
13392.0,0.034,0.4835716187953949,0.5164283514022827,C,0
13416.0,0.003666667,0.6534079313278198,0.346591979265213,C,0
13462.0,0.0032,0.6242728233337402,0.3757272660732269,C,0
13489.0,0.082000003,0.0383846648037433,0.9616153240203856,C,0
13494.0,0.135000002,0.3049792051315307,0.6950207948684692,C,0
13516.0,0.0109,0.6263865828514099,0.3736134767532348,C,0
13533.0,0.0,0.6737973690032959,0.3262026607990265,C,0
13534.0,0.009,0.5620642304420471,0.4379357695579529,C,0
13311.0,0.008,0.0786008983850479,0.9213990569114684,M,1
13315.0,0.096166665,0.0638964399695396,0.936103582382202,M,1
13327.0,0.152000003,0.3452747464179992,0.6547252535820007,M,1
13372.0,0.0317,0.1269965171813964,0.8730034828186035,M,1
13380.0,0.0109,0.1118378415703773,0.8881621956825256,M,1
13563.0,0.0055,0.8386219143867493,0.1613781005144119,N,0
13577.0,0.0,0.7477656602859497,0.2522343397140503,N,0
13579.0,0.0034,0.0129384752362966,0.987061619758606,N,0
13597.0,0.0055,0.7319672703742981,0.2680327296257019,N,0
13666.0,0.002666667,0.6025198101997375,0.3974801898002624,N,0
13748.0,0.021916764,0.202279657125473,0.7977203726768494,N,0
13542.0,0.012233333,0.2781032919883728,0.721896767616272,C,0
13546.0,0.0319,0.2743375897407532,0.7256624102592468,C,0
13553.0,0.021000001,0.4929856359958648,0.5070143342018127,C,0
13560.0,0.004,0.6553753614425659,0.3446246087551117,C,0
13565.0,0.0053,0.0963586568832397,0.9036413431167604,C,0
13584.0,0.0,0.5770361423492432,0.4229638874530792,C,0
13596.0,0.015233333,0.5289821624755859,0.471017837524414,C,0
13600.0,0.0,0.4020065367221832,0.5979934930801392,C,0
13604.0,0.002466667,0.6309342980384827,0.3690657615661621,C,0
13636.0,0.0,0.5357972979545593,0.4642026722431183,C,0
13657.0,0.0035,0.6018349528312683,0.3981651067733764,C,0
13670.0,0.0283,0.6356040835380554,0.3643959760665893,C,0
13672.0,0.024433333,0.5947563648223877,0.4052436649799347,C,0
13674.0,0.087968044,0.2829661965370178,0.7170337438583374,M,1
13695.0,0.075671554,0.1580323874950409,0.8419676423072815,M,1
13711.0,0.08596766,0.6194000840187073,0.3806000053882599,M,1
13590.0,0.463133335,0.0339391678571701,0.9660609364509584,X,1
13663.0,1.0,0.0154704991728067,0.9845295548439026,X,1
