noaaID,MPlus,zero,one,Class,y_true
13393.0,0.0,0.5054245591163635,0.4945753812789917,N,0
13470.0,0.001,0.7662811875343323,0.2337188124656677,N,0
13525.0,0.0055,0.8562102317810059,0.1437897682189941,N,0
13292.0,0.0,0.4063901901245117,0.5936098694801331,C,0
13351.0,0.002,0.6781978607177734,0.3218021392822265,C,0
13392.0,0.034,0.5936179161071777,0.4063821136951446,C,0
13416.0,0.003666667,0.678301990032196,0.3216980099678039,C,0
13462.0,0.0032,0.6807012557983398,0.3192987740039825,C,0
13489.0,0.082000003,0.1991119235754013,0.8008880615234375,C,0
13494.0,0.135000002,0.4769549667835235,0.5230450630187988,C,0
13516.0,0.0109,0.6667497754096985,0.3332501947879791,C,0
13533.0,0.0,0.7055451273918152,0.2944549322128296,C,0
13534.0,0.009,0.6210028529167175,0.3789971768856048,C,0
13311.0,0.008,0.2270309180021286,0.772969126701355,M,1
13315.0,0.096166665,0.2209473252296447,0.7790526747703552,M,1
13327.0,0.152000003,0.417278915643692,0.5827210545539856,M,1
13372.0,0.0317,0.2749042809009552,0.725095808506012,M,1
13380.0,0.0109,0.2783221900463104,0.721677839756012,M,1
13563.0,0.0055,0.8707420825958252,0.129257932305336,N,0
13577.0,0.0,0.7707556486129761,0.2292444407939911,N,0
13579.0,0.0034,0.1349137723445892,0.8650862574577332,N,0
13597.0,0.0055,0.7727136611938477,0.2272863537073135,N,0
13666.0,0.002666667,0.6519061326980591,0.3480938673019409,N,0
13748.0,0.021916764,0.455238401889801,0.5447615385055542,N,0
13542.0,0.012233333,0.5324944257736206,0.4675056040287018,C,0
13546.0,0.0319,0.4533985257148742,0.5466014742851257,C,0
13553.0,0.021000001,0.5374726057052612,0.4625274240970611,C,0
13560.0,0.004,0.6804918050765991,0.3195081651210785,C,0
13565.0,0.0053,0.2502921223640442,0.7497078776359558,C,0
13584.0,0.0,0.666907548904419,0.3330925405025482,C,0
13596.0,0.015233333,0.6036499738693237,0.3963500261306762,C,0
13600.0,0.0,0.4982078671455383,0.5017921328544617,C,0
13604.0,0.002466667,0.6781110763549805,0.3218889236450195,C,0
13636.0,0.0,0.6022854447364807,0.3977144658565521,C,0
13657.0,0.0035,0.6654585003852844,0.3345414698123932,C,0
13670.0,0.0283,0.6904706358909607,0.3095294535160064,C,0
13672.0,0.024433333,0.6219982504844666,0.3780017495155334,C,0
13674.0,0.087968044,0.3584982752799988,0.641501784324646,M,1
13695.0,0.075671554,0.3255668580532074,0.6744332313537598,M,1
13711.0,0.08596766,0.744306743144989,0.2556932866573334,M,1
13590.0,0.463133335,0.1100872606039047,0.8899128437042236,X,1
13663.0,1.0,0.1054063886404037,0.8945936560630798,X,1
