noaaID,MPlus,zero,one,Class,y_true
13470.0,0.001,0.7335817694664002,0.2664182335138321,N,0
13525.0,0.0055,0.8354927062988281,0.1645073160529136,N,0
13392.0,0.034,0.534982967376709,0.4650170356035232,C,0
13416.0,0.003666667,0.6469776272773743,0.3530223697423935,C,0
13462.0,0.0032,0.6257446110248566,0.374255421757698,C,0
13533.0,0.0,0.6747624754905701,0.3252375215291977,C,0
13534.0,0.009,0.5698700517416,0.4301299512386322,C,0
13315.0,0.096166665,0.1055154832080006,0.8944845378398896,M,1
13327.0,0.152000003,0.3424049347639084,0.6575950562953949,M,1
13372.0,0.0317,0.1791115004569291,0.8208884954452514,M,1
13563.0,0.0055,0.8534646093845367,0.1465354062616825,N,0
13577.0,0.0,0.7517262876033783,0.2482737377285957,N,0
13666.0,0.002666667,0.6358910501003265,0.3641089618206024,N,0
13546.0,0.0319,0.3024326547980308,0.6975673556327819,C,0
13560.0,0.004,0.6436706423759461,0.3563293516635895,C,0
13584.0,0.0,0.6086108684539795,0.3913891196250915,C,0
13604.0,0.002466667,0.6289054691791535,0.3710945248603821,C,0
13636.0,0.0,0.5452952235937119,0.4547047764062881,C,0
13657.0,0.0035,0.610197764635086,0.3898022323846817,C,0
13672.0,0.024433333,0.5871038436889648,0.4128961741924286,C,0
13590.0,0.463133335,0.0587469410151242,0.9412530541419984,X,1
