noaaID,MPlus,zero,one,Class,y_true
13470.0,0.001,0.797572660446167,0.2024273544549941,N,0
13525.0,0.0055,0.8704402983188629,0.129559713602066,N,0
13392.0,0.034,0.6577865719795227,0.342213450372219,C,0
13416.0,0.003666667,0.7442835628986358,0.2557164214551449,C,0
13462.0,0.0032,0.7354264378547668,0.2645735487341881,C,0
13533.0,0.0,0.7637845873832703,0.2362154379487037,C,0
13534.0,0.009,0.688265597820282,0.3117343991994857,C,0
13315.0,0.096166665,0.2646960571408271,0.7353039681911469,M,1
13327.0,0.152000003,0.487231233716011,0.512768778204918,M,1
13372.0,0.0317,0.3070949852466583,0.6929050147533417,M,1
13563.0,0.0055,0.884362006187439,0.1156379919499158,N,0
13577.0,0.0,0.8138308644294738,0.1861691325902938,N,0
13666.0,0.002666667,0.7281122386455536,0.2718877688050269,N,0
13546.0,0.0319,0.5141084611415863,0.4858915388584137,C,0
13560.0,0.004,0.742678564786911,0.2573214635252953,C,0
13584.0,0.0,0.7136273920536041,0.2863726496696472,C,0
13604.0,0.002466667,0.7374893605709076,0.2625106438994407,C,0
13636.0,0.0,0.6777948379516602,0.3222051739692688,C,0
13657.0,0.0035,0.7264606356620789,0.2735393702983856,C,0
13672.0,0.024433333,0.6946168065071106,0.3053832054138183,C,0
13590.0,0.463133335,0.1207876348868011,0.879212373495102,X,1
