noaaID,MPlus,zero,one,Class,y_true
13470.0,0.001,0.7594653964042664,0.2405345737934112,N,0
13525.0,0.0055,0.8349067568778992,0.1650932878255844,N,0
13392.0,0.034,0.5625292658805847,0.4374707341194153,C,0
13416.0,0.003666667,0.6959141492843628,0.3040857911109924,C,0
13462.0,0.0032,0.6865402460098267,0.3134597539901733,C,0
13533.0,0.0,0.7088654637336731,0.2911345064640045,C,0
13534.0,0.009,0.6285728216171265,0.3714271783828735,C,0
13315.0,0.096166665,0.1454921215772628,0.8545078635215759,M,1
13327.0,0.152000003,0.3815778493881225,0.6184221506118774,M,1
13372.0,0.0317,0.2329958975315094,0.7670040726661682,M,1
13563.0,0.0055,0.8450808525085449,0.1549191176891327,N,0
13577.0,0.0,0.7672364115715027,0.2327636629343032,N,0
13666.0,0.002666667,0.649253785610199,0.3507462739944458,N,0
13546.0,0.0319,0.3881934881210327,0.6118065714836121,C,0
13560.0,0.004,0.7019252777099609,0.298074722290039,C,0
13584.0,0.0,0.6542630195617676,0.3457370400428772,C,0
13604.0,0.002466667,0.6814267039299011,0.3185732960700989,C,0
13636.0,0.0,0.6093026995658875,0.3906972706317901,C,0
13657.0,0.0035,0.6666061282157898,0.3333938121795654,C,0
13672.0,0.024433333,0.6379448175430298,0.3620552122592926,C,0
13590.0,0.463133335,0.0778129398822784,0.9221870303153992,X,1
