noaaID,MPlus,zero,one,Class,y_true
13470.0,0.001,0.7609877586364746,0.2390122413635254,N,0
13525.0,0.0055,0.8554524183273315,0.1445474922657013,N,0
13392.0,0.034,0.646344780921936,0.3536552786827087,C,0
13416.0,0.003666667,0.7047978639602661,0.2952021062374115,C,0
13462.0,0.0032,0.68584805727005,0.3141519129276275,C,0
13533.0,0.0,0.7345101833343506,0.2654898762702942,C,0
13534.0,0.009,0.6468973159790039,0.3531027436256408,C,0
13315.0,0.096166665,0.1947498023509979,0.8052502274513245,M,1
13327.0,0.152000003,0.4591578841209411,0.5408421754837036,M,1
13372.0,0.0317,0.2773273587226867,0.7226725816726685,M,1
13563.0,0.0055,0.8695347905158997,0.1304652094841003,N,0
13577.0,0.0,0.7966396808624268,0.2033602893352508,N,0
13666.0,0.002666667,0.7215333580970764,0.2784666717052459,N,0
13546.0,0.0319,0.4353415071964264,0.5646584630012512,C,0
13560.0,0.004,0.7064446806907654,0.2935553789138794,C,0
13584.0,0.0,0.666046142578125,0.333953857421875,C,0
13604.0,0.002466667,0.6957740187644958,0.3042260408401489,C,0
13636.0,0.0,0.6378461122512817,0.3621538877487182,C,0
13657.0,0.0035,0.6783377528190613,0.3216622173786163,C,0
13672.0,0.024433333,0.675010621547699,0.3249894082546234,C,0
13590.0,0.463133335,0.1001311466097831,0.899868905544281,X,1
